"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29","tr_header 6","tr_header 7"
"104","Jepkosgei, Joyciline","29","F","KEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:49","0:34:46","0:50:48","1:07:46","1:11:30","1:24:40","1:41:50","1:58:37","2:15:26","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:31","2:24:44","70","12","12","",""
"2945","Jordan, Mariah","28","F","Fort Wayne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IN","USA"
"","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:19:31","0:38:55","0:58:41","1:19:12","1:23:42","1:40:04","2:01:11","2:22:40","2:44:00","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:37","2:53:13","2315","97","83","",""
"4547","James, Sadie","27","F","Sayre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PA","USA"
"","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:55","0:41:40","1:02:32","1:23:18","1:27:53","1:44:11","2:05:19","2:26:29","2:46:56","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:42","2:55:37","2845","144","121","",""
"3920","Jackowitz, Megan","35","F","South Glastonbury","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CT","USA"
"","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:36","0:41:09","1:01:58","1:22:51","1:27:23","1:43:42","2:04:48","2:26:28","2:47:55","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:46","2:57:30","3326","182","151","",""
"8174","James, Allison","24","F","Brookline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MA","USA"
"","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:40","0:41:38","1:02:30","1:23:26","1:27:56","1:44:24","2:05:57","2:27:32","2:48:56","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:48","2:58:20","3595","210","175","",""
"6010","Jordan, Jodi","38","F","Dallas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TX","USA"
"","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:17","0:42:31","1:03:44","1:24:48","1:29:22","1:45:48","2:07:17","2:28:57","2:51:03","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:53","3:00:19","4264","282","234","",""
"8386","Jackson, Christine","38","F","Truckee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CA","USA"
