"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","tr_header 7","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29"
"125","Rojas, Nell","35","F","Boulder","CO","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:50","0:34:50","0:51:38","1:08:39","1:12:22","1:25:40","1:43:05","2:00:33","2:17:22","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:32","2:24:51","74","14","14"
"617","Rohrer, Anna","26","F","Carmel","IN","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:54","0:35:23","0:52:58","1:10:46","1:14:33","1:28:11","1:45:47","2:03:25","2:21:43","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:45","2:30:52","170","22","21"
"1117","Risteen, Emilee","27","F","Derry","NH","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:55","0:37:31","0:56:14","1:15:09","1:19:17","1:34:16","1:53:53","2:13:45","2:33:15","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:10","2:41:44","749","42","39"
"164","Rouse, Gina","43","F","Knoxville","TN","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:48","0:37:48","0:57:08","1:17:09","1:21:22","1:36:56","1:57:30","2:17:54","2:37:39","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:21","2:46:22","1249","58","6"
"5183","Rodseth, Abby","29","F","Power","MT","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:35","0:40:34","1:00:14","1:19:42","1:23:56","1:39:12","1:59:16","2:19:21","2:38:16","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:22","2:46:41","1279","60","52"
"14638","Robertson, Teagan","25","F","Kingston","ON","CAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:21:35","0:42:06","1:02:09","1:22:22","1:26:49","1:42:37","2:03:21","2:24:05","2:44:15","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:36","2:53:01","2280","96","82"
"12725","Reisch, Lisa","30","F","Küsnacht","SUI","AUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:43","0:41:44","1:02:38","1:23:30","1:28:03","1:44:14","2:05:13","2:25:59","2:45:44","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:39","2:54:14","2520","114","99"
"6437","Rowland, Melissa","23","F","Cambridge","MA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:20:57","0:41:42","1:02:20","1:23:07","1:27:39","1:43:51","2:04:33","2:25:16","2:46:07","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:41","2:55:15","2753","132","111"
"10091","Reid, Claire","22","F","Verona","WI","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
