"tr_header","tr_header 2","tr_header 3","tr_header 4","tr_header 5","tr_header 6","tr_header 7","table_infogrid","table_infogrid 2","table_infogrid 3","table_infogrid 4","table_infogrid 5","table_infogrid 6","table_infogrid 7","table_infogrid 8","table_infogrid 9","table_infogrid 10","table_infogrid 11","table_infogrid 12","table_infogrid 13","table_infogrid 14","table_infogrid 15","table_infogrid 16","table_infogrid 17","table_infogrid 18","table_infogrid_title","table_infogrid 19","table_infogrid 20","table_infogrid 21","table_infogrid 22","table_infogrid 23","table_infogrid 24","table_infogrid 25","table_infogrid 26","table_infogrid 27","table_infogrid 28","table_infogrid 29"
"323","Neuffer, Alex","26","M","Halifax","NS","CAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:16:01","0:32:15","0:48:38","1:05:08","1:08:43","1:21:33","1:38:28","1:55:57","2:13:38","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:24","2:21:33","34","31","31"
"293","Neff, Calum","37","M","Katy","TX","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:16:25","0:33:08","0:50:07","1:07:07","1:10:46","1:23:56","1:41:25","1:59:06","2:16:20","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:29","2:23:44","40","35","35"
"399","Nyasinga, Duncan","42","M","Edison","NJ","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:16:18","0:32:43","0:49:49","1:07:13","1:11:04","1:24:46","1:43:18","2:02:54","2:22:19","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:46","2:31:06","157","142","12"
"348","Nelson, Eric","21","M","Nibley","UT","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:16","0:34:23","0:51:35","1:09:05","1:12:52","1:26:16","1:44:20","2:03:39","2:24:11","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:50","2:32:47","202","185","169"
"1010","Naughton, Neal","36","M","Ann Arbor","MI","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:19:06","0:37:18","0:55:29","1:13:43","1:17:40","1:31:31","1:49:49","2:08:33","2:26:46","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:55","2:34:58","254","236","218"
"694","Nida, Esayas","28","M","Greensboro","NC","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:50","0:35:26","0:52:57","1:10:33","1:14:23","1:28:05","1:46:13","2:04:46","2:25:09","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:05:56","2:35:24","270","250","229"
"1152","Napier-Jameson, Matthew","30","M","Charlotte","NC","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:38","0:36:53","0:55:07","1:13:27","1:17:29","1:31:52","-","2:09:47","2:29:06","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:01","2:37:35","344","322","291"
"1512","Neubauer, Evan","31","M","Decorah","IA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:32","0:36:54","0:55:30","1:14:07","1:18:08","1:32:40","1:51:39","2:11:21","2:30:55","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:05","2:39:20","443","418","371"
"1275","Nicholls, James","31","M","Rossett","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:18:50","0:37:37","0:56:29","1:15:16","1:19:19","1:34:01","1:53:10","2:12:26","2:31:27","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:06","2:39:51","486","460","406"
"524","Nagy, Peter","32","M","Budapest","HUN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:17:20","0:35:05","0:53:12","1:11:50","1:15:52","1:30:36","1:50:37","2:11:32","2:32:23","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:10","2:41:39","581","549","481"
"2229","Nieto, Benjamin","34","M","Philadelphia","PA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","5k","10k","15k","20k","Half","25k","30k","35k","40k","0:19:36","0:38:48","0:57:43","1:16:40","1:20:46","1:35:30","1:54:38","2:14:09","2:33:53","Finish:","Pace","Proj. Time","Offl. Time","Overall","Gender","Division","0:06:12","2:42:29","627","594","516"
"951","Niquille, David","33","M","Boston","MA","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
